niveau_etude,region,smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
aucun,Provence-Alpes-Côte d’Azur,non,2484.0,5.0,557.0,712.488,14474.521230572302
bac+2,Corse,oui,1341.0,0.0,570.0,1176.54,500.0
bac,Normandie,non,1464.0,2.0,577.0,446.968,500.0
bac+2,Bretagne,non,500.0,5.0,557.0,806.098,500.0
bac+2,Normandie,oui,3755.0,3.0,318.0,735.226,500.0
master,Île-de-France,non,2652.0,4.0,768.0,707.78,500.0
bac+2,Normandie,non,3892.0,0.0,580.0,848.564,27810.673063023347
bac+2,Hauts-de-France,non,3186.0,3.0,581.0,764.2539999999999,500.0
bac+2,Corse,oui,1928.0,0.0,580.0,806.3860000000001,500.0
master,Normandie,non,2518.0,4.0,576.0,1307.961000000001,21178.08365205545
bac+2,Provence-Alpes-Côte d’Azur,non,2593.0,5.0,557.0,472.17,500.0
master,Provence-Alpes-Côte d’Azur,non,1953.0,1.0,356.0,809.284,22358.98789092836
bac,Île-de-France,oui,3337.0,3.0,581.0,676.472,9360.63279862444
doctorat,Corse,oui,2339.0,0.0,580.0,731.6,500.0
bac+2,Corse,oui,4166.0,4.0,576.0,912.38,6242.243106734053
doctorat,Hauts-de-France,oui,900.0,2.0,577.0,889.7240000000002,6973.6325372896645
aucun,Provence-Alpes-Côte d’Azur,non,4574.0,1.0,553.0,1086.15,9942.987296518457
aucun,Bretagne,oui,1573.0,4.0,576.0,723.01,500.0
bac,Île-de-France,oui,2404.0,1.0,553.0,516.31,9155.90013439457
bac,Normandie,non,1660.0,5.0,799.0,850.1899999999999,15279.232173570374
aucun,Normandie,oui,2987.0,5.0,557.0,798.786,3426.8492967480315
bac,Auvergne-Rhône-Alpes,oui,2747.0,3.0,777.0,818.5,500.0
master,Auvergne-Rhône-Alpes,non,2711.0,4.0,576.0,825.626,30709.96531664265
doctorat,Corse,oui,2094.0,5.0,658.0,499.486,10948.885245464136
bac,Auvergne-Rhône-Alpes,non,3997.0,5.0,557.0,842.174,22231.97321248849
bac,Hauts-de-France,oui,1545.0,1.0,716.0,775.08,500.0
bac,Corse,non,2942.0,0.0,560.0,795.372,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,3699.0,5.0,557.0,661.31,4247.479089404679
bac,Île-de-France,non,500.0,0.0,701.0,482.6199999999999,30551.98802808907
bac+2,Provence-Alpes-Côte d’Azur,non,2323.0,5.0,557.0,561.96,23066.28845141842
aucun,Occitanie,non,3683.0,3.0,581.0,584.946,500.0
aucun,Corse,oui,1422.0,1.0,553.0,1209.91,500.0
bac+2,Provence-Alpes-Côte d’Azur,non,3357.0,1.0,514.0,474.99,18244.265756080065
bac+2,Occitanie,non,2467.0,3.0,530.0,1003.6139999999999,16185.064244023328
bac,Hauts-de-France,non,1720.0,3.0,581.0,772.5540000000001,500.0
bac+2,Hauts-de-France,oui,1369.0,2.0,577.0,954.274,4980.213631587762
aucun,Provence-Alpes-Côte d’Azur,non,3499.0,1.0,421.0,705.006,2621.991170390659
doctorat,Provence-Alpes-Côte d’Azur,oui,2287.0,2.0,577.0,943.698,14917.002154526905
aucun,Île-de-France,non,2726.0,4.0,576.0,820.5619999999999,12007.005961914414
aucun,Provence-Alpes-Côte d’Azur,oui,2572.0,4.0,576.0,659.894,500.0
bac,Provence-Alpes-Côte d’Azur,oui,4591.0,3.0,538.0,403.35,23335.49676636848
aucun,Bretagne,oui,608.0,3.0,581.0,798.0960000000001,500.0
doctorat,Auvergne-Rhône-Alpes,non,1414.0,3.0,581.0,727.09,500.0
aucun,Hauts-de-France,oui,3046.0,1.0,553.0,781.2919999999999,500.0
doctorat,Hauts-de-France,non,3185.0,5.0,557.0,820.406,27523.765043023657
bac,Hauts-de-France,oui,4034.0,5.0,557.0,703.878,2631.080774396934
master,Normandie,oui,2070.0,5.0,803.0,739.762,11058.632095273046
doctorat,Normandie,non,3223.0,0.0,751.0,746.4480000000001,19516.454511962416
aucun,Hauts-de-France,oui,2368.0,4.0,352.0,863.982,500.0
bac,Normandie,oui,1686.0,0.0,486.0,1213.08,500.0
master,Île-de-France,non,656.0,2.0,577.0,621.65,14910.42674736496
master,Auvergne-Rhône-Alpes,oui,2598.0,1.0,553.0,971.86,1897.745189060438
aucun,Bretagne,non,2072.0,3.0,581.0,739.762,500.0
master,Auvergne-Rhône-Alpes,non,1973.0,2.0,766.0,666.8459999999999,16815.322371461785
doctorat,Occitanie,non,3103.0,2.0,577.0,916.7139999999999,38277.86419615981
aucun,Hauts-de-France,oui,2855.0,1.0,548.0,862.2280000000001,500.0
doctorat,Île-de-France,non,3148.0,1.0,754.0,791.742,19354.689040026744
doctorat,Occitanie,non,1962.0,5.0,557.0,758.444,33448.00488309777
bac+2,Provence-Alpes-Côte d’Azur,oui,3992.0,5.0,557.0,752.284,16257.947402038808
bac,Provence-Alpes-Côte d’Azur,non,3645.0,5.0,557.0,932.592,3212.0712674130014
bac+2,Bretagne,non,2549.0,4.0,576.0,911.418,19270.696548097803
bac,Corse,non,3160.0,2.0,722.0,1081.074,8655.723626350307
bac+2,Hauts-de-France,non,592.0,5.0,374.0,752.496,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,2219.0,5.0,656.0,761.454,6917.19408936927
master,Occitanie,oui,3600.0,1.0,531.0,771.216,16236.95900661788
master,Provence-Alpes-Côte d’Azur,non,3819.0,1.0,553.0,756.37,32060.90344736834
aucun,Auvergne-Rhône-Alpes,non,3962.0,0.0,580.0,801.3539999999999,21275.117252567423
master,Bretagne,oui,2985.0,2.0,577.0,916.49,18833.236518612
master,Occitanie,oui,4682.0,3.0,846.0,762.46,28162.577196715654
master,Auvergne-Rhône-Alpes,oui,1067.0,4.0,576.0,901.116,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,2031.0,1.0,553.0,806.004,500.0
doctorat,Île-de-France,oui,3117.0,3.0,581.0,775.152,6603.535706612271
aucun,Occitanie,non,3657.0,0.0,721.0,850.76,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,2019.0,0.0,763.0,598.666,4652.518842300937
master,Hauts-de-France,oui,3307.0,1.0,553.0,682.9860000000001,5298.906752642442
bac,Bretagne,non,500.0,5.0,430.0,705.82,9475.221095705489
bac,Auvergne-Rhône-Alpes,non,3090.0,2.0,508.0,725.34,25318.321346095523
master,Corse,non,1644.0,4.0,576.0,610.58,500.0
aucun,Île-de-France,oui,3861.0,1.0,553.0,873.5959999999999,11085.79416369356
bac,Hauts-de-France,non,1201.0,4.0,576.0,971.76,14451.314157669694
bac,Provence-Alpes-Côte d’Azur,oui,1739.0,3.0,333.0,928.4379999999999,500.0
aucun,Normandie,non,3196.0,0.0,580.0,740.0559999999998,500.0
bac+2,Bretagne,non,2940.0,4.0,744.0,734.49,28058.797577534933
bac,Bretagne,oui,2454.0,0.0,721.0,760.5060000000001,500.0
bac+2,Bretagne,non,2824.0,1.0,553.0,989.1880000000001,3542.798050055929
aucun,Hauts-de-France,non,2262.0,1.0,553.0,480.28200000000004,500.0
master,Provence-Alpes-Côte d’Azur,non,2672.0,0.0,465.0,722.378,6092.632886191398
aucun,Bretagne,non,517.0,3.0,581.0,789.466,500.0
doctorat,Hauts-de-France,oui,1506.0,5.0,557.0,919.2360000000001,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,3803.0,3.0,581.0,623.04,5447.512822257256
bac+2,Corse,non,1803.0,5.0,557.0,790.462,6632.956761864
doctorat,Occitanie,oui,1930.0,3.0,581.0,979.3539999999999,20374.39103270054
aucun,Occitanie,non,3762.0,3.0,581.0,359.37600000000003,14793.912515869875
master,Bretagne,oui,2260.0,1.0,629.0,683.4359999999999,500.0
doctorat,Occitanie,oui,2681.0,3.0,581.0,1045.428,20519.04609579224
bac+2,Corse,non,1705.0,3.0,693.0,865.292,500.0
bac+2,Corse,non,2075.0,2.0,765.0,767.5999999999999,500.0
bac,Hauts-de-France,non,1163.0,2.0,577.0,920.936,500.0
doctorat,Corse,oui,4140.0,0.0,580.0,424.19,11417.12690625142
bac,Bretagne,oui,1817.0,2.0,577.0,654.58,500.0
aucun,Normandie,non,3750.0,4.0,307.0,876.0459999999999,500.0
doctorat,Bretagne,oui,2541.0,4.0,576.0,955.692,13760.457854977982
doctorat,Normandie,oui,3344.0,3.0,431.0,911.5260000000001,12483.472051435909
master,Corse,oui,2209.0,1.0,717.0,845.42,3810.979568097087
master,Hauts-de-France,non,2242.0,0.0,327.0,904.382,14911.12920217478
aucun,Bretagne,non,3257.0,3.0,581.0,881.0139999999999,500.0
master,Bretagne,non,4254.0,4.0,576.0,721.1,33124.20584400077
bac+2,Normandie,oui,1288.0,3.0,657.0,802.3100000000001,2338.112333817608
bac,Bretagne,non,2741.0,0.0,580.0,859.3399999999999,500.0
bac,Bretagne,non,2370.0,1.0,553.0,992.31,13022.596394805232
bac,Bretagne,oui,1802.0,1.0,553.0,1061.58,500.0
master,Occitanie,non,2803.0,0.0,377.0,688.716,26211.07905727228
master,Corse,oui,3614.0,5.0,557.0,781.062,8715.565851233325
master,Hauts-de-France,non,3593.0,1.0,599.0,810.946,500.0
master,Provence-Alpes-Côte d’Azur,non,4441.0,3.0,581.0,969.318,39496.12476379096
bac,Provence-Alpes-Côte d’Azur,non,2241.0,2.0,577.0,904.3820000000002,14843.576487645369
bac+2,Bretagne,non,4452.0,4.0,528.0,982.84,38910.598349831525
bac,Hauts-de-France,oui,3823.0,3.0,581.0,662.0379999999999,500.0
bac,Corse,non,1797.0,2.0,846.0,591.59,500.0
bac,Bretagne,oui,4844.0,5.0,557.0,851.5380000000001,18176.534342321604
bac+2,Auvergne-Rhône-Alpes,non,2815.0,0.0,685.0,742.512,18651.153683592755
bac+2,Occitanie,non,2119.0,3.0,699.0,1139.118,21910.2315069594
bac+2,Normandie,oui,3718.0,1.0,553.0,656.336,500.0
bac,Auvergne-Rhône-Alpes,non,2487.0,0.0,351.0,772.674,500.0
doctorat,Hauts-de-France,non,1359.0,2.0,617.0,864.874,12947.553249587192
bac+2,Normandie,oui,2749.0,1.0,469.0,644.3820000000001,15837.393391736972
bac,Île-de-France,non,2394.0,0.0,580.0,879.816,4187.396917176197
master,Auvergne-Rhône-Alpes,non,2844.0,0.0,580.0,765.0360000000001,18188.86628877288
bac+2,Provence-Alpes-Côte d’Azur,non,5674.0,5.0,549.0,369.68,11207.282072509854
bac,Hauts-de-France,non,2844.0,5.0,831.0,715.518,28689.316266451555
doctorat,Provence-Alpes-Côte d’Azur,oui,3031.0,2.0,318.0,807.79,18605.49101348684
doctorat,Hauts-de-France,non,2837.0,1.0,320.0,754.562,33225.55425269809
master,Île-de-France,oui,2709.0,1.0,553.0,849.9580000000002,500.0
doctorat,Normandie,oui,4662.0,2.0,577.0,884.7540000000001,13924.517413636251
bac,Île-de-France,non,3716.0,5.0,557.0,771.05,500.0
bac,Occitanie,non,2578.0,2.0,577.0,461.924,16015.274867464464
aucun,Normandie,non,2427.0,5.0,567.0,893.296,8401.260657053163
bac+2,Provence-Alpes-Côte d’Azur,oui,3495.0,0.0,580.0,686.31,7599.672720166204
aucun,Hauts-de-France,non,3059.0,4.0,576.0,879.924,7217.977715068121
doctorat,Provence-Alpes-Côte d’Azur,non,3675.0,2.0,577.0,764.5899999999999,27701.996539834145
bac,Île-de-France,oui,5271.0,2.0,577.0,911.9619999999999,26040.812091448945
bac+2,Île-de-France,non,2847.0,1.0,840.0,692.914,33544.04291451291
master,Auvergne-Rhône-Alpes,non,2848.0,0.0,379.0,703.33,500.0
master,Auvergne-Rhône-Alpes,oui,2906.0,5.0,790.0,783.6960000000001,500.0
bac+2,Bretagne,oui,2574.0,4.0,576.0,713.7139999999999,500.0
aucun,Hauts-de-France,non,1257.0,3.0,454.0,825.202,500.0
bac+2,Normandie,oui,2564.0,3.0,581.0,717.2439999999999,14017.726998290773
aucun,Bretagne,oui,1650.0,4.0,471.0,738.434,500.0
aucun,Île-de-France,oui,1892.0,2.0,577.0,910.842,500.0
aucun,Occitanie,oui,2261.0,2.0,577.0,530.176,500.0
master,Hauts-de-France,non,3813.0,5.0,757.0,865.5780000000001,21959.75646115156
bac,Normandie,oui,1307.0,5.0,557.0,1026.266,500.0
aucun,Île-de-France,oui,2778.0,4.0,526.0,867.7819999999999,500.0
aucun,Auvergne-Rhône-Alpes,non,4467.0,1.0,553.0,828.758,7133.766701514752
doctorat,Bretagne,non,556.0,3.0,581.0,886.7300000000001,26210.28196680767
aucun,Auvergne-Rhône-Alpes,oui,2428.0,5.0,552.0,822.1479999999999,500.0
bac+2,Auvergne-Rhône-Alpes,non,2410.0,5.0,557.0,821.4,500.0
bac,Bretagne,non,1023.0,1.0,371.0,739.4219999999999,2773.3540447095083
bac+2,Provence-Alpes-Côte d’Azur,oui,2567.0,3.0,581.0,293.18,500.0
bac,Occitanie,oui,709.0,3.0,581.0,624.358,500.0
doctorat,Occitanie,oui,2325.0,5.0,363.0,725.106,500.0
bac+2,Île-de-France,oui,3431.0,4.0,479.0,1094.164,14896.95240509809
bac+2,Provence-Alpes-Côte d’Azur,oui,2381.0,2.0,577.0,286.57,9354.662792984136
bac,Provence-Alpes-Côte d’Azur,oui,4171.0,1.0,553.0,763.54,11981.501728088751
doctorat,Corse,non,1893.0,4.0,441.0,712.5,500.0
aucun,Corse,non,1619.0,4.0,644.0,945.82,500.0
aucun,Corse,non,3164.0,0.0,580.0,1106.38,500.0
bac+2,Hauts-de-France,non,2760.0,1.0,553.0,677.056,500.0
master,Corse,oui,2140.0,1.0,553.0,924.5260000000001,500.0
bac,Corse,non,1882.0,0.0,580.0,745.25,500.0
master,Bretagne,oui,635.0,1.0,553.0,743.492,500.0
doctorat,Corse,non,3831.0,0.0,580.0,691.93,23826.98224378421
doctorat,Bretagne,non,3209.0,4.0,576.0,1175.722,25574.64059687515
aucun,Provence-Alpes-Côte d’Azur,oui,3238.0,1.0,569.0,579.8340000000001,500.0
aucun,Auvergne-Rhône-Alpes,non,2187.0,5.0,557.0,723.616,500.0
doctorat,Île-de-France,non,1568.0,4.0,424.0,460.2799999999999,8797.814558404281
master,Bretagne,oui,3754.0,3.0,514.0,735.2259999999999,29095.752983725444
master,Bretagne,oui,2248.0,4.0,576.0,747.412,16610.4324116248
master,Normandie,non,2781.0,2.0,331.0,834.3219999999999,4704.261460615925
master,Provence-Alpes-Côte d’Azur,non,2975.0,1.0,304.0,1007.0380000000001,500.0
aucun,Corse,oui,3136.0,3.0,300.0,474.24800000000005,500.0
bac+2,Occitanie,non,2514.0,5.0,557.0,714.306,13640.878971877895
doctorat,Île-de-France,oui,2724.0,2.0,577.0,693.65,21967.150155209965
doctorat,Hauts-de-France,oui,3138.0,2.0,577.0,565.412,14879.1342048782
aucun,Corse,oui,2547.0,2.0,577.0,779.396,500.0
doctorat,Île-de-France,oui,2039.0,2.0,322.0,864.4040000000001,17024.842765783367
aucun,Île-de-France,non,3419.0,2.0,577.0,872.598,500.0
doctorat,Occitanie,non,4317.0,1.0,553.0,802.2199999999999,16839.884072781115
doctorat,Normandie,non,2256.0,0.0,499.0,803.9,23986.0348910977
master,Normandie,oui,1931.0,5.0,672.0,908.2479999999999,14389.818518246744
doctorat,Bretagne,non,2774.0,2.0,577.0,948.98,27985.11169137675
bac,Bretagne,oui,3530.0,2.0,577.0,418.27,18186.594474232497
aucun,Normandie,oui,2171.0,5.0,557.0,963.76,500.0
aucun,Hauts-de-France,non,1363.0,1.0,553.0,843.1179999999998,500.0
aucun,Auvergne-Rhône-Alpes,oui,1341.0,3.0,581.0,987.808,500.0
master,Normandie,oui,5636.0,2.0,577.0,735.356,20723.63651460875
bac,Hauts-de-France,oui,3217.0,3.0,581.0,843.72,2136.491269835813
bac,Bretagne,non,4860.0,3.0,304.0,840.4780000000001,26318.74464440682
bac,Auvergne-Rhône-Alpes,oui,1982.0,5.0,430.0,600.49,10170.616147502187
bac,Normandie,non,5479.0,4.0,576.0,837.094,25859.438482166493
bac,Hauts-de-France,non,946.0,4.0,823.0,1044.474,12013.169289164312
master,Hauts-de-France,non,4342.0,1.0,553.0,780.266,24406.518674604034
bac,Île-de-France,non,2291.0,1.0,470.0,855.6540000000001,17931.114911344644
bac,Auvergne-Rhône-Alpes,oui,2800.0,4.0,576.0,693.072,500.0
doctorat,Auvergne-Rhône-Alpes,non,2505.0,1.0,553.0,639.08,37808.59949109747
bac,Île-de-France,non,2251.0,1.0,553.0,778.646,500.0
aucun,Normandie,oui,1265.0,0.0,419.0,802.708,500.0
master,Hauts-de-France,oui,3243.0,2.0,577.0,697.532,4574.9685984036605
master,Provence-Alpes-Côte d’Azur,oui,879.0,3.0,307.0,715.702,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,500.0,0.0,389.0,329.63,500.0
bac,Hauts-de-France,oui,2174.0,3.0,301.0,569.22,500.0
aucun,Occitanie,non,1512.0,3.0,581.0,887.258,15877.582829401588
master,Normandie,oui,2065.0,3.0,756.0,830.392,500.0
bac,Bretagne,oui,2353.0,5.0,557.0,1133.498,500.0
bac,Provence-Alpes-Côte d’Azur,oui,500.0,0.0,601.0,896.67,500.0
doctorat,Normandie,oui,1143.0,0.0,789.0,758.066,500.0
bac,Auvergne-Rhône-Alpes,non,1039.0,4.0,576.0,782.81,500.0
bac+2,Occitanie,oui,3076.0,2.0,577.0,634.9580000000001,500.0
doctorat,Bretagne,non,3102.0,0.0,580.0,825.8539999999999,29204.933829218364
master,Provence-Alpes-Côte d’Azur,non,500.0,0.0,779.0,695.15,15082.961701237107
bac+2,Occitanie,oui,2929.0,4.0,810.0,889.6619999999999,3506.0932597510114
aucun,Auvergne-Rhône-Alpes,non,4823.0,1.0,709.0,711.124,500.0
bac,Hauts-de-France,oui,4185.0,1.0,553.0,952.592,13072.723191942408
doctorat,Bretagne,oui,2295.0,1.0,369.0,847.25,20467.71908854508
bac,Bretagne,non,2024.0,3.0,497.0,511.742,18492.062001420378
bac+2,Hauts-de-France,oui,2303.0,2.0,577.0,1036.642,9265.928791144574
doctorat,Occitanie,oui,3004.0,0.0,580.0,725.634,24360.2974779708
bac+2,Hauts-de-France,non,3539.0,3.0,581.0,934.38,2734.194170408262
aucun,Île-de-France,non,2101.0,1.0,553.0,1038.8719999999998,11805.215471512374
doctorat,Bretagne,non,2158.0,2.0,577.0,767.842,25563.880471757904
bac,Normandie,non,2483.0,5.0,557.0,956.85,500.0
master,Normandie,non,2233.0,1.0,798.0,742.184,24270.20863280798
doctorat,Île-de-France,oui,2023.0,4.0,576.0,747.6619999999999,18179.788622728905
bac+2,Corse,oui,1659.0,3.0,361.0,850.1899999999999,500.0
aucun,Bretagne,non,2654.0,2.0,577.0,687.616,14529.58256709109
bac+2,Occitanie,non,3158.0,2.0,577.0,1025.818,12643.73128427776
aucun,Provence-Alpes-Côte d’Azur,non,1766.0,0.0,580.0,821.5319999999999,6065.297556901488
master,Bretagne,oui,3749.0,3.0,766.0,826.8199999999999,13951.858356926174
aucun,Île-de-France,non,500.0,3.0,581.0,482.6199999999999,6453.088426604251
doctorat,Normandie,oui,500.0,3.0,623.0,654.534,500.0
aucun,Bretagne,oui,2227.0,4.0,739.0,844.1299999999999,500.0
aucun,Occitanie,non,2242.0,1.0,400.0,750.656,7405.375956687081
master,Île-de-France,non,4453.0,4.0,576.0,893.3140000000001,38007.01891969257
aucun,Normandie,oui,1468.0,0.0,580.0,707.06,500.0
bac+2,Hauts-de-France,oui,1210.0,1.0,553.0,1024.91,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,1905.0,5.0,706.0,932.4860000000001,500.0
bac+2,Bretagne,oui,1992.0,0.0,580.0,581.558,22308.466135450788
master,Corse,non,3780.0,3.0,581.0,982.6359999999999,16585.611169729742
doctorat,Corse,oui,2804.0,1.0,553.0,701.928,18828.598529215637
bac,Île-de-France,oui,2079.0,3.0,383.0,784.626,500.0
bac,Hauts-de-France,non,4142.0,3.0,581.0,709.792,16669.83357559903
doctorat,Bretagne,non,500.0,1.0,427.0,806.098,20029.040757701445
master,Hauts-de-France,non,1208.0,5.0,409.0,1023.4540000000001,500.0
bac+2,Île-de-France,oui,1346.0,2.0,453.0,859.7280000000001,4672.653006666625
doctorat,Occitanie,oui,3354.0,5.0,557.0,745.09,12341.673524452784
bac,Auvergne-Rhône-Alpes,non,2179.0,4.0,557.0,1038.54,16307.7229371125
aucun,Normandie,non,2889.0,0.0,731.0,935.59,500.0
aucun,Provence-Alpes-Côte d’Azur,non,500.0,1.0,553.0,713.5759999999999,500.0
bac,Île-de-France,non,2603.0,2.0,749.0,773.056,500.0
doctorat,Île-de-France,oui,500.0,4.0,576.0,482.6199999999999,500.0
bac,Hauts-de-France,non,1617.0,3.0,527.0,832.548,500.0
aucun,Normandie,oui,3094.0,2.0,788.0,545.51,500.0
aucun,Bretagne,non,2201.0,2.0,713.0,861.874,500.0
bac,Bretagne,non,1951.0,4.0,796.0,929.7220000000001,500.0
master,Île-de-France,non,1280.0,4.0,576.0,656.528,1884.297526809592
master,Corse,non,3763.0,4.0,329.0,651.61,14522.126515169555
doctorat,Corse,oui,1625.0,2.0,577.0,691.964,500.0
bac,Corse,oui,2132.0,1.0,788.0,792.522,500.0
master,Auvergne-Rhône-Alpes,oui,1030.0,2.0,577.0,714.6379999999999,6207.133077697636
doctorat,Bretagne,non,500.0,5.0,303.0,806.098,29528.875266421812
doctorat,Auvergne-Rhône-Alpes,oui,4011.0,1.0,777.0,694.074,16897.175791866368
doctorat,Île-de-France,non,2916.0,0.0,580.0,835.79,4983.121205473664
doctorat,Bretagne,oui,1543.0,1.0,553.0,813.21,500.0
aucun,Bretagne,oui,3263.0,4.0,576.0,867.0,15637.902593210303
aucun,Auvergne-Rhône-Alpes,non,500.0,1.0,553.0,646.14,500.0
bac,Île-de-France,non,3697.0,0.0,580.0,885.8340000000001,31123.972598378
bac+2,Occitanie,non,1742.0,5.0,539.0,753.396,21033.4467332044
master,Occitanie,oui,2155.0,1.0,485.0,839.45,500.0
bac,Occitanie,non,2534.0,4.0,711.0,723.874,11649.068381015972
aucun,Auvergne-Rhône-Alpes,non,1938.0,4.0,576.0,1112.716,500.0
master,Normandie,non,1642.0,2.0,577.0,661.392,15993.57344877286
bac,Hauts-de-France,non,1905.0,1.0,553.0,817.23,564.2001804505054
master,Île-de-France,oui,2511.0,3.0,581.0,701.062,21710.830735956435
master,Provence-Alpes-Côte d’Azur,oui,1694.0,1.0,415.0,833.53,500.0
bac+2,Hauts-de-France,non,512.0,5.0,800.0,765.182,500.0
bac,Normandie,oui,1632.0,2.0,577.0,265.2039,500.0
master,Bretagne,non,3184.0,3.0,581.0,820.4060000000002,34093.93217498821
bac,Normandie,oui,1434.0,2.0,682.0,743.4060000000001,500.0
bac,Normandie,oui,2692.0,1.0,553.0,895.258,9022.97416107141
aucun,Île-de-France,non,2934.0,0.0,342.0,889.6619999999999,6403.612522572084
bac+2,Corse,non,1460.0,2.0,300.0,1059.92,10235.03751108291
bac+2,Provence-Alpes-Côte d’Azur,non,2032.0,2.0,527.0,802.3199999999999,16636.69263557818
doctorat,Corse,oui,2567.0,1.0,553.0,505.96799999999996,500.0
aucun,Normandie,oui,1004.0,3.0,581.0,661.62,500.0
bac,Provence-Alpes-Côte d’Azur,oui,677.0,5.0,557.0,917.918,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,3165.0,1.0,553.0,1018.4920000000002,500.0
bac+2,Hauts-de-France,oui,1580.0,3.0,581.0,316.55,500.0
master,Auvergne-Rhône-Alpes,non,2695.0,2.0,577.0,1132.984,37546.73266811876
doctorat,Île-de-France,non,3131.0,3.0,581.0,265.2039,38879.44200601208
aucun,Île-de-France,oui,3485.0,1.0,553.0,838.972,9849.839515447731
bac+2,Hauts-de-France,oui,732.0,5.0,504.0,470.88,500.0
master,Occitanie,oui,2925.0,2.0,577.0,922.698,500.0
bac,Bretagne,non,3040.0,4.0,469.0,265.2039,21202.23880898143
master,Corse,non,1825.0,3.0,581.0,739.31,500.0
doctorat,Auvergne-Rhône-Alpes,oui,3460.0,0.0,577.0,842.5699999999999,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,2274.0,4.0,576.0,962.5540000000001,500.0
bac,Corse,oui,3391.0,5.0,557.0,265.2039,500.0
bac,Bretagne,oui,561.0,3.0,332.0,784.114,500.0
bac+2,Bretagne,oui,2231.0,2.0,769.0,693.786,13889.70317926636
bac+2,Provence-Alpes-Côte d’Azur,oui,500.0,0.0,539.0,713.5759999999999,500.0
aucun,Normandie,oui,2768.0,2.0,577.0,832.802,500.0
master,Bretagne,oui,4289.0,1.0,553.0,755.7700000000001,32608.14349800446
doctorat,Bretagne,non,2815.0,4.0,576.0,924.64,4644.722194634765
bac+2,Provence-Alpes-Côte d’Azur,oui,2721.0,2.0,577.0,721.4100000000001,7414.347546630106
bac,Occitanie,non,3636.0,2.0,577.0,1102.5939999999998,20830.29871156549
bac+2,Provence-Alpes-Côte d’Azur,oui,971.0,5.0,557.0,715.888,500.0
aucun,Hauts-de-France,non,3052.0,4.0,764.0,1069.98,500.0
master,Occitanie,non,2590.0,3.0,507.0,645.92,3764.454650476233
doctorat,Hauts-de-France,non,2811.0,1.0,345.0,650.47,20771.915081229483
bac+2,Île-de-France,oui,1098.0,4.0,576.0,581.62,500.0
bac+2,Auvergne-Rhône-Alpes,oui,721.0,0.0,356.0,676.836,500.0
master,Bretagne,non,2141.0,3.0,581.0,913.2,25261.091226700035
bac+2,Île-de-France,non,2928.0,2.0,470.0,889.6619999999999,35219.049757163055
master,Hauts-de-France,oui,2963.0,2.0,735.0,888.59,500.0
master,Corse,non,1521.0,1.0,553.0,850.5799999999999,567.8736436267318
doctorat,Provence-Alpes-Côte d’Azur,oui,2244.0,4.0,576.0,980.9379999999999,20623.35024190196
doctorat,Corse,oui,2782.0,0.0,580.0,631.24,5646.040401169496
bac,Île-de-France,non,2648.0,1.0,796.0,611.7640000000001,25442.37941306498
aucun,Normandie,oui,2410.0,1.0,461.0,821.4,500.0
master,Île-de-France,non,3159.0,0.0,580.0,898.9,29100.979743078864
bac+2,Provence-Alpes-Côte d’Azur,non,3371.0,1.0,553.0,677.662,20061.34068063979
