sport_licence,niveau_etude,region,smoker,nb_enfants,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
oui,bac,Normandie,oui,0,3171.0,4.0,785.0,1006.4879999999999,500.0
oui,bac+2,Occitanie,non,1,3061.0,2.0,570.0,860.8399999999999,27677.791846229946
oui,bac+2,Bretagne,non,1,2970.0,1.0,582.0,583.778,5003.7731711517545
oui,bac+2,Bretagne,oui,2,1258.0,1.0,355.0,610.1220000000001,4701.782922226514
oui,aucun,Auvergne-Rhône-Alpes,oui,4,764.0,2.0,570.0,1035.95,500.0
non,bac+2,Île-de-France,oui,2,514.0,5.0,597.0,1074.81,5010.132835404345
oui,bac+2,Bretagne,oui,1,3305.0,3.0,575.0,801.432,500.0
non,bac+2,Occitanie,non,0,2800.0,1.0,582.0,1009.176,11088.708183697732
oui,bac+2,Bretagne,oui,1,590.0,2.0,682.0,927.332,6053.326999764287
non,bac+2,Corse,oui,3,2312.0,3.0,575.0,897.6120000000001,500.0
oui,bac,Occitanie,oui,1,1388.0,5.0,589.0,991.0780000000001,4811.604096119234
oui,bac,Occitanie,non,-1,3699.0,1.0,582.0,818.534,500.0
oui,aucun,Hauts-de-France,non,1,3324.0,1.0,582.0,788.552,13169.833663892612
non,bac+2,Hauts-de-France,non,3,2998.0,5.0,549.0,778.752,14617.663047226106
oui,bac,Corse,non,1,500.0,2.0,570.0,301.82,500.0
oui,master,Auvergne-Rhône-Alpes,non,2,4076.0,5.0,578.0,1092.346,11434.841596370445
oui,master,Île-de-France,oui,2,2015.0,3.0,757.0,785.4780000000001,3209.733698487022
oui,aucun,Corse,non,-1,3406.0,5.0,578.0,752.9379999999999,500.0
oui,doctorat,Île-de-France,oui,4,888.0,2.0,690.0,647.8799999999999,42907.290690142574
non,aucun,Auvergne-Rhône-Alpes,non,1,2884.0,2.0,570.0,1039.984,500.0
oui,doctorat,Occitanie,oui,2,2392.0,1.0,582.0,751.828,31677.026770062177
non,master,Auvergne-Rhône-Alpes,oui,1,2667.0,2.0,570.0,857.1940000000001,500.0
oui,aucun,Corse,non,2,565.0,0.0,560.0,711.144,500.0
non,aucun,Corse,non,2,3490.0,4.0,573.0,724.9759999999999,1144.230783109789
oui,bac+2,Normandie,oui,0,500.0,5.0,578.0,671.494,500.0
oui,bac+2,Île-de-France,oui,0,3900.0,1.0,582.0,662.67,5653.473987961504
oui,bac+2,Normandie,non,0,2235.0,5.0,462.0,753.1580000000001,500.0
non,aucun,Occitanie,oui,2,3728.0,4.0,551.0,880.85,1463.1485356559908
oui,doctorat,Occitanie,oui,0,545.0,1.0,582.0,589.78,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,non,3,3475.0,5.0,578.0,865.55,500.0
non,master,Île-de-France,oui,3,1515.0,1.0,582.0,878.0620000000001,500.0
non,master,Normandie,oui,2,1422.0,4.0,833.0,683.2120000000001,500.0
non,bac,Île-de-France,oui,0,3682.0,2.0,579.0,926.76,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,1,2460.0,2.0,570.0,758.0219999999999,500.0
oui,bac,Bretagne,oui,1,1374.0,0.0,302.0,1106.15,500.0
non,aucun,Occitanie,non,0,2169.0,5.0,537.0,960.302,500.0
non,doctorat,Bretagne,non,2,741.0,5.0,802.0,826.2059999999999,21172.003510464638
non,doctorat,Corse,oui,1,3265.0,5.0,578.0,770.9119999999999,500.0
non,aucun,Occitanie,oui,2,3548.0,1.0,344.0,791.5040000000001,500.0
oui,master,Provence-Alpes-Côte d’Azur,oui,4,854.0,0.0,560.0,853.826,21518.139754091066
non,bac,Occitanie,oui,1,2290.0,4.0,573.0,989.91,2019.6247544833268
non,aucun,Bretagne,oui,1,2638.0,1.0,582.0,775.082,500.0
oui,bac+2,Bretagne,non,3,1390.0,1.0,667.0,897.39,6395.366210058896
oui,bac,Provence-Alpes-Côte d’Azur,non,3,5098.0,3.0,583.0,473.538,40747.844512759
non,master,Normandie,non,0,3458.0,4.0,360.0,1011.0840000000001,500.0
oui,aucun,Normandie,non,0,2451.0,4.0,573.0,708.708,2010.72530577458
oui,aucun,Hauts-de-France,oui,2,4288.0,5.0,578.0,839.9459999999999,500.0
oui,master,Île-de-France,non,0,2810.0,3.0,339.0,1051.05,14416.391076458343
non,doctorat,Auvergne-Rhône-Alpes,oui,4,4037.0,3.0,575.0,902.4419999999998,5008.917167297264
oui,bac,Auvergne-Rhône-Alpes,oui,1,1933.0,2.0,775.0,1298.3356,8807.906414517101
oui,bac,Île-de-France,oui,0,2507.0,3.0,540.0,730.274,4016.928245617169
non,doctorat,Hauts-de-France,oui,0,3813.0,2.0,357.0,1033.026,500.0
non,doctorat,Occitanie,oui,4,1740.0,1.0,561.0,836.202,17451.952534997985
oui,doctorat,Bretagne,non,1,4070.0,5.0,578.0,1015.05,8779.563534426803
non,doctorat,Bretagne,oui,1,3461.0,0.0,560.0,538.4,500.0
non,master,Île-de-France,oui,3,3122.0,5.0,578.0,774.51,23705.577189571053
non,aucun,Hauts-de-France,oui,1,1152.0,3.0,575.0,887.76,500.0
non,bac,Bretagne,non,3,3584.0,5.0,653.0,646.12,27079.041552607447
non,doctorat,Bretagne,oui,3,1241.0,4.0,573.0,930.0980000000002,500.0
non,aucun,Auvergne-Rhône-Alpes,oui,0,3190.0,0.0,456.0,827.222,500.0
non,aucun,Corse,non,1,2597.0,3.0,575.0,628.6379999999999,500.0
oui,bac+2,Île-de-France,oui,1,1484.0,2.0,695.0,760.452,7245.847283376626
non,doctorat,Provence-Alpes-Côte d’Azur,oui,1,2976.0,2.0,695.0,776.966,500.0
non,bac+2,Hauts-de-France,oui,2,2641.0,1.0,597.0,789.4879999999999,500.0
oui,doctorat,Hauts-de-France,oui,0,2014.0,5.0,556.0,723.29,8023.8430025464195
oui,doctorat,Bretagne,non,2,1203.0,3.0,575.0,860.72,19340.21393260887
non,bac+2,Normandie,non,2,3073.0,1.0,582.0,1039.94,500.0
non,bac+2,Bretagne,oui,2,3113.0,1.0,582.0,998.5319999999999,500.0
non,master,Auvergne-Rhône-Alpes,non,4,500.0,1.0,582.0,1114.58,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,1,1806.0,4.0,627.0,626.992,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,4,4051.0,3.0,813.0,683.07,50730.52407551551
non,aucun,Île-de-France,oui,1,803.0,0.0,560.0,809.246,500.0
non,doctorat,Bretagne,non,3,2393.0,1.0,582.0,775.098,31018.138218682147
non,master,Corse,oui,0,2854.0,2.0,570.0,752.106,500.0
non,doctorat,Occitanie,non,2,2318.0,5.0,578.0,974.492,500.0
non,bac,Bretagne,oui,1,1532.0,0.0,560.0,822.45,500.0
non,aucun,Bretagne,oui,-1,500.0,3.0,575.0,464.49399999999997,500.0
non,bac,Occitanie,oui,0,1244.0,3.0,575.0,1012.5020000000001,500.0
oui,bac+2,Normandie,oui,1,2793.0,1.0,582.0,883.4280000000001,6455.020767880326
non,aucun,Bretagne,non,-3,5125.0,5.0,577.0,480.01,500.0
non,bac,Île-de-France,non,5,2760.0,3.0,840.0,1101.16,35919.99213773994
non,master,Bretagne,non,0,2694.0,0.0,560.0,592.47,500.0
non,bac,Normandie,oui,2,2060.0,4.0,420.0,581.42,500.0
oui,bac+2,Normandie,oui,1,1331.0,4.0,679.0,1131.718,500.0
non,master,Hauts-de-France,non,1,1518.0,0.0,560.0,260.35810000000004,500.0
non,master,Île-de-France,non,3,500.0,1.0,582.0,1026.92,16340.723328299468
oui,bac,Île-de-France,oui,0,2790.0,5.0,534.0,999.432,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,5,2268.0,2.0,456.0,727.068,500.0
oui,bac+2,Hauts-de-France,non,2,3142.0,1.0,343.0,617.576,8714.565853818895
non,doctorat,Normandie,non,3,1074.0,3.0,801.0,734.724,20273.54742241256
oui,bac+2,Bretagne,non,1,2213.0,3.0,575.0,881.8520000000001,15023.906265421176
non,bac,Auvergne-Rhône-Alpes,non,4,2295.0,4.0,573.0,947.2520000000001,500.0
oui,bac+2,Occitanie,non,3,1761.0,2.0,570.0,591.738,11260.125540392632
oui,doctorat,Normandie,oui,1,1607.0,0.0,606.0,840.6800000000001,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,5,2239.0,3.0,575.0,707.4680000000001,500.0
oui,bac,Auvergne-Rhône-Alpes,non,4,3654.0,3.0,592.0,730.4019999999999,11798.499379402076
non,master,Hauts-de-France,non,4,500.0,4.0,573.0,745.04,500.0
oui,master,Occitanie,oui,2,1860.0,1.0,582.0,807.604,500.0
oui,master,Normandie,oui,4,1491.0,5.0,578.0,663.794,30901.93159311558
oui,aucun,Corse,non,1,3148.0,1.0,757.0,966.31,500.0
non,bac+2,Hauts-de-France,oui,3,1723.0,2.0,570.0,918.798,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,1645.0,5.0,360.0,752.78,20593.999105196373
oui,bac+2,Normandie,non,0,2967.0,4.0,321.0,1112.3,500.0
non,bac,Corse,non,0,3871.0,4.0,573.0,851.2259999999999,500.0
non,bac+2,Hauts-de-France,non,1,2155.0,0.0,647.0,659.132,500.0
non,doctorat,Occitanie,non,3,3127.0,4.0,525.0,668.218,4049.719116227865
non,master,Occitanie,oui,3,1651.0,5.0,442.0,1058.57,500.0
oui,master,Bretagne,non,0,2311.0,1.0,810.0,980.26,29606.57892574774
oui,doctorat,Île-de-France,oui,2,4115.0,4.0,413.0,539.5,25480.18371169325
non,bac,Auvergne-Rhône-Alpes,non,2,3314.0,1.0,782.0,794.7700000000001,500.0
oui,master,Corse,non,1,738.0,2.0,570.0,826.2059999999999,500.0
non,bac+2,Île-de-France,non,3,1706.0,5.0,364.0,571.042,23621.68748221039
oui,master,Hauts-de-France,oui,1,3910.0,2.0,570.0,813.842,500.0
oui,bac+2,Normandie,oui,2,1936.0,4.0,728.0,599.0180000000001,500.0
oui,doctorat,Hauts-de-France,non,2,2667.0,4.0,327.0,779.728,27930.84059520144
oui,bac+2,Bretagne,oui,2,2176.0,2.0,570.0,1044.61,500.0
non,aucun,Occitanie,oui,0,2363.0,4.0,471.0,713.868,500.0
non,doctorat,Corse,oui,2,1798.0,5.0,578.0,790.39,500.0
oui,aucun,Normandie,oui,0,858.0,0.0,616.0,844.348,500.0
oui,doctorat,Normandie,oui,2,1011.0,2.0,366.0,956.088,9845.714837942298
oui,bac,Auvergne-Rhône-Alpes,oui,0,1764.0,1.0,582.0,361.05,500.0
oui,master,Corse,non,2,1283.0,5.0,578.0,775.92,500.0
non,master,Corse,oui,0,1977.0,3.0,575.0,913.302,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,1,3495.0,3.0,575.0,768.8059999999999,11414.549373155434
non,bac,Auvergne-Rhône-Alpes,oui,0,2950.0,0.0,560.0,1298.3356,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,1,2582.0,3.0,575.0,762.4119999999999,500.0
oui,aucun,Corse,oui,-1,4841.0,5.0,578.0,673.6800000000001,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,-2,500.0,4.0,573.0,703.27,500.0
oui,doctorat,Bretagne,oui,4,3333.0,0.0,560.0,933.3799999999999,9477.574898971938
non,bac,Hauts-de-France,oui,1,500.0,5.0,578.0,675.4100000000001,500.0
oui,aucun,Bretagne,oui,5,2353.0,1.0,582.0,680.984,16991.04537471131
non,aucun,Provence-Alpes-Côte d’Azur,non,0,4739.0,4.0,573.0,679.982,5352.781809756316
oui,bac+2,Île-de-France,oui,1,2399.0,4.0,573.0,482.18,6200.540488660839
non,aucun,Normandie,non,4,1826.0,1.0,582.0,799.06,817.2094424726369
non,bac+2,Corse,oui,0,2769.0,0.0,788.0,852.15,500.0
non,doctorat,Corse,oui,0,3404.0,4.0,369.0,1188.87,5046.756670356956
oui,bac,Normandie,non,0,1752.0,2.0,570.0,891.5559999999999,500.0
non,aucun,Provence-Alpes-Côte d’Azur,non,0,3419.0,4.0,520.0,770.95,500.0
oui,master,Normandie,non,7,1048.0,1.0,733.0,824.7239999999999,21964.909408324824
non,bac+2,Corse,oui,2,4272.0,1.0,582.0,560.848,500.0
oui,bac+2,Bretagne,non,-1,2462.0,1.0,582.0,873.0219999999999,7376.040396978845
non,master,Occitanie,oui,3,2610.0,0.0,560.0,757.2679999999999,5858.997730056157
oui,master,Île-de-France,oui,3,4305.0,4.0,573.0,1298.3356,30679.93770920091
non,doctorat,Hauts-de-France,oui,4,682.0,0.0,560.0,753.4680000000001,13358.425975752269
non,bac+2,Auvergne-Rhône-Alpes,oui,1,726.0,4.0,573.0,964.2059999999999,1816.513389417254
non,bac,Normandie,oui,1,4668.0,1.0,582.0,866.26,500.0
oui,master,Île-de-France,non,3,4692.0,0.0,560.0,850.414,16895.730944466337
non,aucun,Provence-Alpes-Côte d’Azur,non,0,720.0,4.0,478.0,984.8040000000001,500.0
oui,aucun,Occitanie,oui,4,2194.0,3.0,575.0,945.86,500.0
oui,bac,Normandie,non,1,3410.0,4.0,573.0,700.8520000000001,500.0
oui,aucun,Hauts-de-France,non,1,2691.0,1.0,582.0,626.6960000000001,10094.602659687129
non,bac+2,Auvergne-Rhône-Alpes,oui,3,2958.0,2.0,570.0,466.834,6867.805008926879
oui,bac+2,Provence-Alpes-Côte d’Azur,non,1,1902.0,0.0,649.0,458.68,500.0
non,bac+2,Corse,non,2,3360.0,2.0,570.0,648.066,500.0
non,doctorat,Bretagne,non,0,3054.0,2.0,491.0,866.338,15175.549269877773
oui,bac,Provence-Alpes-Côte d’Azur,non,1,2819.0,2.0,440.0,1033.81,17813.867468982175
oui,bac,Auvergne-Rhône-Alpes,non,3,2126.0,0.0,830.0,831.818,4305.281124866972
oui,bac,Bretagne,non,4,4122.0,4.0,437.0,653.732,38252.55711482921
oui,doctorat,Hauts-de-France,oui,2,2015.0,2.0,570.0,369.11,16585.3531016055
oui,bac,Corse,non,2,1891.0,0.0,560.0,795.186,3282.915287528881
non,bac+2,Provence-Alpes-Côte d’Azur,oui,0,3517.0,0.0,688.0,807.8520000000001,4105.1924202728505
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,0,2784.0,5.0,578.0,868.4379999999999,500.0
oui,aucun,Auvergne-Rhône-Alpes,non,1,3090.0,2.0,570.0,785.4359999999999,13642.7568117224
non,master,Normandie,non,3,3663.0,1.0,300.0,898.534,22621.63861669393
non,aucun,Provence-Alpes-Côte d’Azur,oui,4,4376.0,5.0,578.0,823.802,21073.883102959167
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3,2315.0,5.0,681.0,1127.638,19649.941354582017
oui,aucun,Bretagne,oui,4,1384.0,5.0,578.0,1225.06,500.0
non,aucun,Bretagne,non,3,1732.0,1.0,690.0,728.6720000000001,25331.701672177143
non,bac+2,Bretagne,oui,0,733.0,2.0,381.0,995.8120000000001,500.0
non,bac,Île-de-France,oui,2,3818.0,2.0,570.0,710.36,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,4038.0,1.0,582.0,902.4419999999998,19518.073603875466
oui,bac,Provence-Alpes-Côte d’Azur,oui,1,1814.0,2.0,570.0,796.3460000000001,500.0
oui,bac,Occitanie,oui,4,1848.0,2.0,576.0,529.53,23941.54021534517
oui,bac+2,Bretagne,oui,3,2901.0,4.0,573.0,916.2879999999999,17635.941785285526
non,doctorat,Corse,non,3,2840.0,2.0,562.0,748.72,500.0
oui,master,Auvergne-Rhône-Alpes,non,2,2355.0,4.0,573.0,726.528,18620.549813143112
non,bac+2,Bretagne,oui,4,3417.0,5.0,578.0,859.74,23777.769751982243
non,bac+2,Île-de-France,oui,2,500.0,5.0,578.0,675.32,500.0
oui,aucun,Île-de-France,non,1,2582.0,2.0,570.0,639.6479999999999,21217.73901746017
non,bac+2,Occitanie,non,1,2157.0,4.0,459.0,732.5419999999999,8833.929281057379
non,doctorat,Corse,oui,3,2009.0,2.0,570.0,726.206,500.0
non,aucun,Provence-Alpes-Côte d’Azur,oui,1,3050.0,0.0,560.0,861.2940000000001,500.0
non,doctorat,Occitanie,non,0,2373.0,0.0,398.0,784.6,500.0
oui,aucun,Île-de-France,non,1,1745.0,0.0,560.0,918.4100000000001,19722.393825601303
oui,bac+2,Île-de-France,oui,-1,3782.0,1.0,687.0,408.87,10083.74924549062
oui,doctorat,Bretagne,oui,3,4759.0,4.0,573.0,751.106,8335.402594058247
oui,aucun,Île-de-France,non,2,3208.0,0.0,560.0,479.09,500.0
non,master,Île-de-France,oui,1,4508.0,1.0,582.0,692.5439999999999,5192.834085759536
non,bac,Auvergne-Rhône-Alpes,non,1,2727.0,5.0,736.0,803.3639999999999,500.0
oui,bac+2,Corse,non,1,3511.0,3.0,575.0,802.7860000000001,6770.178735536348
non,aucun,Hauts-de-France,non,2,2108.0,0.0,560.0,956.9620000000001,500.0
oui,master,Île-de-France,non,2,1887.0,1.0,370.0,795.1859999999999,2801.458656250717
non,bac,Hauts-de-France,non,2,1486.0,5.0,419.0,735.0,500.0
non,bac,Bretagne,non,2,1813.0,2.0,312.0,675.3520000000001,500.0
oui,master,Hauts-de-France,non,3,2394.0,5.0,314.0,936.0,919.9893227707108
oui,bac,Bretagne,oui,0,2455.0,1.0,560.0,702.722,500.0
non,bac+2,Bretagne,non,1,2494.0,0.0,716.0,649.68,3173.982638252321
non,master,Occitanie,oui,1,3110.0,3.0,382.0,1269.82,8822.729453965843
non,doctorat,Normandie,non,1,4431.0,3.0,840.0,691.6959999999999,24805.17092545132
non,doctorat,Hauts-de-France,non,1,1663.0,0.0,736.0,816.2239999999999,19163.27521901897
non,bac+2,Occitanie,non,2,1843.0,3.0,819.0,610.634,500.0
non,aucun,Provence-Alpes-Côte d’Azur,non,0,2579.0,0.0,560.0,660.914,500.0
oui,aucun,Corse,non,2,1490.0,4.0,759.0,697.29,2086.494368455671
oui,bac,Hauts-de-France,oui,2,2776.0,4.0,809.0,810.3639999999999,500.0
oui,bac,Auvergne-Rhône-Alpes,non,1,2538.0,3.0,575.0,591.18,20540.516828066564
oui,bac+2,Auvergne-Rhône-Alpes,non,2,2846.0,4.0,559.0,628.2139999999999,18012.7450651214
non,bac,Hauts-de-France,oui,0,1584.0,3.0,575.0,439.04799999999994,500.0
oui,bac,Bretagne,non,1,3450.0,4.0,381.0,903.3520000000001,500.0
non,bac,Île-de-France,oui,1,2395.0,3.0,575.0,706.208,500.0
non,master,Île-de-France,non,0,1441.0,3.0,559.0,662.23,500.0
oui,bac,Occitanie,oui,2,1444.0,4.0,573.0,353.43600000000004,1335.9502631614234
oui,doctorat,Occitanie,non,2,1872.0,0.0,560.0,772.5919999999999,41816.55878349704
oui,bac,Auvergne-Rhône-Alpes,oui,4,1245.0,1.0,363.0,1012.5020000000001,10281.543497437697
oui,doctorat,Normandie,oui,1,3648.0,3.0,575.0,601.266,500.0
oui,bac,Auvergne-Rhône-Alpes,non,0,500.0,3.0,495.0,842.04,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,0,3011.0,5.0,446.0,260.35810000000004,4759.872812374165
oui,doctorat,Occitanie,non,3,3612.0,0.0,560.0,695.892,40957.10025105992
non,bac+2,Île-de-France,non,4,2553.0,0.0,560.0,843.7139999999999,24898.424382040503
non,doctorat,Normandie,oui,1,3566.0,4.0,368.0,701.008,10403.95921577607
oui,bac,Corse,non,3,2951.0,5.0,708.0,297.43,500.0
non,bac+2,Hauts-de-France,oui,2,3207.0,4.0,573.0,955.74,9236.144100154748
non,bac,Hauts-de-France,non,2,1085.0,5.0,578.0,1060.806,500.0
non,bac+2,Île-de-France,oui,2,2606.0,0.0,560.0,667.264,6151.871676606673
non,bac+2,Bretagne,oui,2,4193.0,4.0,573.0,811.86,12665.133715063856
non,bac+2,Provence-Alpes-Côte d’Azur,non,2,3094.0,1.0,496.0,828.7539999999999,11081.358904288987
oui,master,Corse,oui,3,3937.0,0.0,560.0,684.7,7957.404603575853
oui,master,Provence-Alpes-Côte d’Azur,oui,2,1146.0,4.0,573.0,913.9380000000001,500.0
oui,doctorat,Normandie,non,2,2500.0,5.0,808.0,954.9119999999999,34323.56986291342
non,master,Île-de-France,oui,2,3305.0,4.0,573.0,890.41,14401.971776843728
non,bac,Hauts-de-France,oui,0,3332.0,4.0,573.0,933.3799999999999,500.0
non,master,Corse,oui,1,500.0,4.0,398.0,822.03,500.0
oui,bac,Occitanie,non,3,2327.0,1.0,516.0,805.8239999999998,500.0
non,doctorat,Corse,oui,1,2170.0,4.0,809.0,960.302,500.0
non,bac+2,Occitanie,non,3,2735.0,1.0,415.0,762.61,500.0
oui,bac+2,Île-de-France,non,3,2601.0,0.0,560.0,584.084,12004.129272971522
non,bac+2,Provence-Alpes-Côte d’Azur,non,1,1376.0,5.0,714.0,642.86,500.0
non,master,Hauts-de-France,non,1,3927.0,2.0,522.0,571.57,500.0
oui,aucun,Bretagne,oui,1,2508.0,2.0,570.0,1012.814,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,2,2026.0,3.0,525.0,1044.636,19589.45728495428
non,master,Île-de-France,non,0,2718.0,4.0,549.0,890.106,500.0
oui,master,Provence-Alpes-Côte d’Azur,non,-2,1705.0,3.0,575.0,604.368,500.0
non,doctorat,Normandie,non,2,2311.0,2.0,525.0,937.4039999999999,500.0
oui,doctorat,Corse,oui,0,1522.0,3.0,575.0,827.3059999999999,500.0
oui,bac,Hauts-de-France,oui,2,2368.0,0.0,560.0,500.7,500.0
oui,bac,Normandie,oui,2,3776.0,5.0,578.0,632.2180000000001,6696.9072816871085
oui,doctorat,Provence-Alpes-Côte d’Azur,non,1,2262.0,1.0,518.0,813.442,500.0
oui,doctorat,Bretagne,non,5,3467.0,0.0,560.0,642.1779999999999,48799.38535883332
non,aucun,Occitanie,non,3,5093.0,4.0,405.0,367.58,5666.888748641636
oui,doctorat,Hauts-de-France,non,3,1422.0,1.0,582.0,494.5,27737.131544720785
oui,aucun,Bretagne,oui,3,2732.0,2.0,570.0,695.858,500.0
oui,master,Normandie,oui,0,3445.0,4.0,491.0,796.68,13498.820255423312
oui,master,Corse,oui,2,1173.0,0.0,560.0,793.88,500.0
oui,doctorat,Hauts-de-France,non,2,3173.0,1.0,781.0,1006.4879999999999,9397.89261615163
oui,bac,Corse,non,2,2920.0,3.0,537.0,953.7199999999999,500.0
non,doctorat,Île-de-France,non,1,2559.0,3.0,756.0,1040.47,23941.15174831316
oui,master,Occitanie,non,3,500.0,2.0,308.0,965.86,500.0
oui,master,Bretagne,non,1,1854.0,2.0,476.0,637.68,24202.43197466014
oui,bac+2,Bretagne,non,0,2160.0,4.0,411.0,871.71,500.0
oui,aucun,Occitanie,non,1,2506.0,4.0,507.0,260.35810000000004,5342.833399029231
non,doctorat,Normandie,non,0,3182.0,1.0,393.0,1243.49,22865.266528494623
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3,3860.0,0.0,560.0,988.34,3128.621803776675
oui,bac+2,Occitanie,non,1,1436.0,2.0,570.0,733.24,9082.44602840148
non,doctorat,Provence-Alpes-Côte d’Azur,non,1,3300.0,5.0,578.0,839.3,22354.14313315876
non,aucun,Corse,non,0,2021.0,2.0,570.0,913.158,500.0
non,aucun,Occitanie,oui,2,4140.0,3.0,575.0,767.836,500.0
oui,master,Corse,oui,-1,1827.0,1.0,488.0,790.512,500.0
oui,doctorat,Bretagne,oui,2,2469.0,2.0,738.0,1111.522,25411.861767695224
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,0,3224.0,4.0,338.0,801.54,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,-2,2297.0,3.0,575.0,715.0799999999999,500.0
non,bac+2,Hauts-de-France,oui,1,2060.0,4.0,512.0,810.1600000000001,500.0
non,master,Île-de-France,non,0,1271.0,0.0,747.0,858.4159999999999,500.0
oui,master,Hauts-de-France,oui,0,1238.0,1.0,582.0,825.934,500.0
non,aucun,Bretagne,oui,0,3134.0,5.0,578.0,1010.7739999999998,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,oui,0,2878.0,5.0,608.0,845.588,500.0
oui,aucun,Île-de-France,non,1,500.0,5.0,643.0,675.32,2063.473833783391
non,bac+2,Île-de-France,oui,4,3451.0,5.0,823.0,713.052,29453.35776520679
oui,aucun,Auvergne-Rhône-Alpes,non,0,3367.0,0.0,560.0,693.1719999999999,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,3,6042.0,3.0,575.0,849.1,38202.02564192776
non,bac,Occitanie,oui,1,3127.0,3.0,575.0,1105.95,6932.391008587056
oui,master,Hauts-de-France,oui,1,1831.0,4.0,614.0,734.99,3994.8079558776567
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,3,2843.0,5.0,578.0,593.586,23585.131844015646
non,bac+2,Corse,non,4,1864.0,0.0,687.0,1050.54,8923.499602937822
oui,bac,Corse,oui,2,4453.0,4.0,809.0,374.76,19642.89731367271
non,bac,Hauts-de-France,non,2,3887.0,5.0,578.0,680.8860000000001,500.0
oui,bac,Provence-Alpes-Côte d’Azur,non,3,1550.0,0.0,560.0,719.1300000000001,23410.94590838871
oui,bac,Occitanie,non,3,1703.0,1.0,627.0,647.816,500.0
non,aucun,Auvergne-Rhône-Alpes,non,4,3108.0,0.0,560.0,998.5319999999999,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,oui,2,3546.0,3.0,575.0,563.99,1326.7735570021885
oui,bac+2,Auvergne-Rhône-Alpes,oui,3,1503.0,2.0,570.0,903.2939999999999,14321.242398422684
non,bac,Corse,non,3,1263.0,1.0,582.0,566.422,500.0
non,master,Corse,oui,3,1097.0,4.0,573.0,941.2940000000001,500.0
non,aucun,Normandie,non,2,2233.0,5.0,765.0,701.4300000000001,500.0
non,doctorat,Corse,non,0,1325.0,2.0,570.0,951.3280000000001,500.0
non,master,Occitanie,oui,2,3234.0,0.0,560.0,895.7239999999999,9198.78258506513
oui,doctorat,Corse,non,0,1796.0,1.0,554.0,642.37,11548.42974522651
oui,doctorat,Île-de-France,oui,4,3136.0,2.0,716.0,870.4739999999999,14431.865783243937
non,master,Auvergne-Rhône-Alpes,oui,2,1338.0,1.0,555.0,931.0200000000001,7182.773861659052
non,doctorat,Occitanie,non,1,4186.0,2.0,352.0,916.19,18054.627659190774
non,bac,Occitanie,non,3,3046.0,2.0,570.0,658.72,18499.089821813774
non,doctorat,Corse,non,1,1588.0,4.0,573.0,648.25,500.0
oui,bac,Hauts-de-France,non,2,3000.0,4.0,789.0,766.31,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,1,3926.0,0.0,560.0,607.63,28781.86914803809
oui,doctorat,Île-de-France,non,1,2741.0,3.0,633.0,898.6160000000002,16124.724123341644
oui,bac,Bretagne,oui,2,2081.0,4.0,683.0,948.874,7774.268972470289
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,-1,2107.0,1.0,491.0,686.754,500.0
non,doctorat,Hauts-de-France,oui,1,500.0,4.0,573.0,675.4100000000001,500.0
oui,master,Normandie,non,3,3171.0,1.0,751.0,1006.4879999999999,39506.433962481606
oui,aucun,Occitanie,oui,0,2084.0,3.0,575.0,783.0,500.0
oui,doctorat,Occitanie,non,2,1615.0,0.0,560.0,966.492,28251.853734532964
oui,master,Auvergne-Rhône-Alpes,non,5,4348.0,0.0,560.0,594.45,26156.900820240025
non,bac+2,Normandie,non,3,2015.0,5.0,578.0,775.6960000000001,500.0
oui,doctorat,Bretagne,non,2,2973.0,5.0,578.0,781.692,18882.09265395753
non,aucun,Normandie,non,1,2571.0,4.0,573.0,551.52,5430.801251435201
oui,bac,Normandie,oui,0,4925.0,3.0,533.0,840.086,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,0,1546.0,4.0,573.0,815.6680000000001,500.0
